,drug,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
263,"DRG14,DRG18",8.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.5,6.5,6.5,0.5,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5
264,"DRG14,DRG19",8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,2.0,3.5,3.5,3.5,3.5,3.5,6.5,6.5,6.5,3.5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
265,"DRG14,DRG20",10.5,10.5,10.5,10.5,10.5,10.5,0.5,0.5,0.5,0.5,3.5,3.5,0.5,0.5,0.5,8.5,8.5,8.5,0.5,3.5,3.5,3.5,1.5,1.5,0.5,0.5,0.5
266,"DRG14,DRG21",8.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,6.5,6.5,6.5,0.5,0.0,0.0,2.0,1.0,1.0,0.5,0.5,0.5
267,"DRG14,DRG22",8.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,6.5,6.5,6.5,0.5,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.5
268,"DRG14,DRG23",1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.0,3.5,3.5,0.0,0.0,0.0,1.5,1.5,1.5,0.5,1.0,1.0,1.0,0.0,1.0,0.5,0.5,0.5
269,"DRG14,DRG24",8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,3.5,3.5,1.0,1.0,1.0,6.5,6.5,6.5,1.5,2.0,2.0,2.0,1.0,1.0,1.5,1.5,1.5
270,"DRG14,DRG25",6.5,6.5,6.5,6.5,6.5,6.5,0.0,0.0,0.0,0.0,2.5,2.5,0.0,0.0,0.0,5.0,5.0,5.0,0.5,1.5,1.5,1.5,1.0,1.0,0.0,0.5,0.5
271,"DRG14,DRG26",6.5,6.5,6.5,6.5,6.5,6.5,0.0,0.0,0.0,0.0,2.5,2.5,0.0,0.0,0.0,5.0,5.0,5.0,0.5,1.5,1.5,1.5,1.0,1.0,0.5,0.0,0.5
272,"DRG14,DRG27",8.0,8.0,8.0,8.0,8.0,8.0,0.5,0.5,0.5,0.5,3.5,3.5,0.5,0.5,0.5,6.5,6.5,6.5,0.5,2.0,2.0,2.0,1.5,1.5,1.0,0.5,0.5
273,"DRG15,DRG16",3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5
274,"DRG15,DRG17",6.5,6.5,6.5,6.5,6.5,6.5,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,6.5,6.5,6.5,0.5,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5
275,"DRG15,DRG18",6.5,6.5,6.5,6.5,6.5,6.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.5,6.5,6.5,0.5,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5
276,"DRG15,DRG19",8.5,8.5,8.5,8.5,8.5,8.5,3.5,3.5,3.5,3.5,3.5,3.5,2.0,2.0,2.0,6.5,6.5,6.5,3.5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
277,"DRG15,DRG20",8.5,8.5,8.5,8.5,8.5,8.5,3.5,3.5,3.5,3.5,3.5,3.5,0.5,0.5,0.5,8.5,8.5,8.5,0.5,3.5,3.5,3.5,1.5,1.5,0.5,0.5,0.5
278,"DRG15,DRG21",8.5,8.5,8.5,8.5,8.5,8.5,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,6.5,6.5,6.5,0.5,0.0,0.0,2.0,1.0,1.0,0.5,0.5,0.5
279,"DRG15,DRG22",8.5,8.5,8.5,8.5,8.5,8.5,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,6.5,6.5,6.5,0.5,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.5
280,"DRG15,DRG23",4.5,4.5,4.5,4.5,4.5,4.5,3.5,3.5,3.5,3.5,3.5,3.5,0.0,0.0,0.0,1.5,1.5,1.5,0.5,1.0,1.0,1.0,0.0,1.0,0.5,0.5,0.5
281,"DRG15,DRG24",8.5,8.5,8.5,8.5,8.5,8.5,3.5,3.5,3.5,3.5,3.5,3.5,1.0,1.0,1.0,6.5,6.5,6.5,1.5,2.0,2.0,2.0,1.0,1.0,1.5,1.5,1.5
282,"DRG15,DRG25",6.5,6.5,6.5,6.5,6.5,6.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,5.0,5.0,5.0,0.5,1.5,1.5,1.5,1.0,1.0,0.0,0.5,0.5
283,"DRG15,DRG26",6.5,6.5,6.5,6.5,6.5,6.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,5.0,5.0,5.0,0.5,1.5,1.5,1.5,1.0,1.0,0.5,0.0,0.5
284,"DRG15,DRG27",8.5,8.5,8.5,8.5,8.5,8.5,3.5,3.5,3.5,3.5,3.5,3.5,0.5,0.5,0.5,6.5,6.5,6.5,0.5,2.0,2.0,2.0,1.5,1.5,1.0,0.5,0.5
285,"DRG16,DRG17",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5
286,"DRG16,DRG18",1.5,1.5,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5
287,"DRG16,DRG19",4.5,4.5,4.5,4.5,4.5,4.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,2.0,2.0,2.0,3.5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
288,"DRG16,DRG20",4.5,4.5,4.5,4.5,4.5,4.5,3.5,3.5,3.5,3.5,3.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3.5,3.5,3.5,1.5,1.5,0.5,0.5,0.5
289,"DRG16,DRG21",2.5,2.5,2.5,2.5,2.5,2.5,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.0,1.0,1.0,0.5,0.5,0.5
290,"DRG16,DRG22",2.5,2.5,2.5,2.5,2.5,2.5,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.5
291,"DRG16,DRG23",3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,0.0,1.0,0.5,0.5,0.5
292,"DRG16,DRG24",4.5,4.5,4.5,4.5,4.5,4.5,3.5,3.5,3.5,3.5,3.5,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.5,2.0,2.0,2.0,1.0,1.0,1.5,1.5,1.5
293,"DRG16,DRG25",3.5,3.5,3.5,3.5,3.5,3.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,1.5,1.5,1.0,1.0,0.0,0.5,0.5
294,"DRG16,DRG26",3.5,3.5,3.5,3.5,3.5,3.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,1.5,1.5,1.0,1.0,0.5,0.0,0.5
295,"DRG16,DRG27",4.5,4.5,4.5,4.5,4.5,4.5,3.5,3.5,3.5,3.5,3.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.0,2.0,2.0,1.5,1.5,1.0,0.5,0.5
296,"DRG17,DRG18",8.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,6.5,6.5,0.5,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5
297,"DRG17,DRG19",8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,2.0,2.0,3.5,3.5,3.5,3.5,6.5,6.5,6.5,3.5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
298,"DRG17,DRG20",10.5,10.5,10.5,10.5,10.5,10.5,0.5,0.5,0.5,0.5,0.5,3.5,0.5,0.5,0.5,8.5,8.5,8.5,0.5,3.5,3.5,3.5,1.5,1.5,0.5,0.5,0.5
299,"DRG17,DRG21",8.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,6.5,6.5,6.5,0.5,0.0,0.0,2.0,1.0,1.0,0.5,0.5,0.5
300,"DRG17,DRG22",8.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,6.5,6.5,6.5,0.5,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.5
301,"DRG17,DRG23",1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,1.5,1.5,1.5,0.5,1.0,1.0,1.0,0.0,1.0,0.5,0.5,0.5
302,"DRG17,DRG24",8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1.0,3.5,1.0,1.0,1.0,6.5,6.5,6.5,1.5,2.0,2.0,2.0,1.0,1.0,1.5,1.5,1.5
303,"DRG17,DRG25",6.5,6.5,6.5,6.5,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,5.0,5.0,5.0,0.5,1.5,1.5,1.5,1.0,1.0,0.0,0.5,0.5
304,"DRG17,DRG26",6.5,6.5,6.5,6.5,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,5.0,5.0,5.0,0.5,1.5,1.5,1.5,1.0,1.0,0.5,0.0,0.5
305,"DRG17,DRG27",8.0,8.0,8.0,8.0,8.0,8.0,0.5,0.5,0.5,0.5,0.5,3.5,0.5,0.5,0.5,6.5,6.5,6.5,0.5,2.0,2.0,2.0,1.5,1.5,1.0,0.5,0.5
306,"DRG18,DRG19",8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,2.0,2.0,2.0,3.5,3.5,3.5,6.5,6.5,6.5,3.5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
307,"DRG18,DRG20",10.5,10.5,10.5,10.5,10.5,10.5,1.5,1.5,1.5,1.5,1.5,0.5,0.5,0.5,0.5,8.5,8.5,8.5,0.5,3.5,3.5,3.5,1.5,1.5,0.5,0.5,0.5
308,"DRG18,DRG21",8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.5,6.5,6.5,0.5,0.0,0.0,2.0,1.0,1.0,0.5,0.5,0.5
309,"DRG18,DRG22",8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.5,6.5,6.5,0.5,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.5
310,"DRG18,DRG23",1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.5,0.5,1.0,1.0,1.0,0.0,1.0,0.5,0.5,0.5
311,"DRG18,DRG24",8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.5,6.5,6.5,1.5,2.0,2.0,2.0,1.0,1.0,1.5,1.5,1.5
312,"DRG18,DRG25",6.5,6.5,6.5,6.5,6.5,6.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,0.5,1.5,1.5,1.5,1.0,1.0,0.0,0.5,0.5
313,"DRG18,DRG26",6.5,6.5,6.5,6.5,6.5,6.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,0.5,1.5,1.5,1.5,1.0,1.0,0.5,0.0,0.5
314,"DRG18,DRG27",8.0,8.0,8.0,8.0,8.0,8.0,1.5,1.5,1.5,1.5,1.5,0.5,0.5,0.5,0.5,6.5,6.5,6.5,0.5,2.0,2.0,2.0,1.5,1.5,1.0,0.5,0.5
315,"DRG19,DRG20",10.5,10.5,10.5,10.5,10.5,10.5,3.5,3.5,3.5,3.5,3.5,3.5,4.5,4.5,4.5,8.5,8.5,8.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
316,"DRG19,DRG21",10.5,10.5,10.5,10.5,10.5,10.5,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,6.5,6.5,6.5,0.5,0.0,0.0,2.0,1.0,1.0,0.5,0.5,0.5
317,"DRG19,DRG22",10.5,10.5,10.5,10.5,10.5,10.5,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,6.5,6.5,6.5,0.5,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.5
318,"DRG19,DRG23",4.5,4.5,4.5,4.5,4.5,4.5,3.5,3.5,3.5,3.5,3.5,3.5,1.0,1.0,1.0,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
319,"DRG19,DRG24",10.5,10.5,10.5,10.5,10.5,10.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,6.5,6.5,6.5,3.5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
320,"DRG19,DRG25",8.5,8.5,8.5,8.5,8.5,8.5,2.5,2.5,2.5,2.5,2.5,2.5,2.0,2.0,2.0,5.0,5.0,5.0,2.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
321,"DRG19,DRG26",8.5,8.5,8.5,8.5,8.5,8.5,2.5,2.5,2.5,2.5,2.5,2.5,2.0,2.0,2.0,5.0,5.0,5.0,2.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,2.0
322,"DRG19,DRG27",10.5,10.5,10.5,10.5,10.5,10.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,6.5,6.5,6.5,3.5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
323,"DRG20,DRG21",10.5,10.5,10.5,10.5,10.5,10.5,1.5,1.5,1.5,1.5,1.5,1.5,0.5,0.5,0.5,8.5,8.5,8.5,0.5,0.5,0.5,3.5,1.5,1.5,0.5,0.5,0.5
324,"DRG20,DRG22",10.5,10.5,10.5,10.5,10.5,10.5,1.5,1.5,1.5,1.5,1.5,1.5,0.5,0.5,0.5,8.5,8.5,8.5,0.5,0.5,0.5,0.5,1.5,1.5,0.5,0.5,0.5
325,"DRG20,DRG23",4.5,4.5,4.5,4.5,4.5,4.5,3.5,3.5,3.5,3.5,3.5,3.5,0.5,0.5,0.5,2.5,2.5,2.5,0.5,1.5,1.5,1.5,0.5,1.5,0.5,0.5,0.5
326,"DRG20,DRG24",10.5,10.5,10.5,10.5,10.5,10.5,3.5,3.5,3.5,3.5,3.5,3.5,1.5,1.5,1.5,8.5,8.5,8.5,1.5,3.5,3.5,3.5,1.5,1.5,2.5,2.5,2.5
327,"DRG20,DRG25",8.5,8.5,8.5,8.5,8.5,8.5,2.5,2.5,2.5,2.5,2.5,2.5,0.5,0.5,0.5,6.5,6.5,6.5,0.5,2.5,2.5,2.5,1.5,1.5,0.5,0.5,0.5
328,"DRG20,DRG26",8.5,8.5,8.5,8.5,8.5,8.5,2.5,2.5,2.5,2.5,2.5,2.5,0.5,0.5,0.5,6.5,6.5,6.5,0.5,2.5,2.5,2.5,1.5,1.5,0.5,0.5,0.5
329,"DRG20,DRG27",10.5,10.5,10.5,10.5,10.5,10.5,3.5,3.5,3.5,3.5,3.5,3.5,0.5,0.5,0.5,8.5,8.5,8.5,0.5,3.5,3.5,3.5,2.5,2.5,1.5,0.5,0.5
330,"DRG21,DRG22",10.5,10.5,10.5,10.5,10.5,10.5,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,6.5,6.5,6.5,0.5,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.5
331,"DRG21,DRG23",4.5,4.5,4.5,4.5,4.5,4.5,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,1.5,1.5,1.5,0.5,0.0,0.0,1.0,0.0,1.0,0.5,0.5,0.5
332,"DRG21,DRG24",10.5,10.5,10.5,10.5,10.5,10.5,1.5,1.5,1.5,1.5,1.5,1.5,1.0,1.0,1.0,6.5,6.5,6.5,1.5,1.0,1.0,2.0,1.0,1.0,1.5,1.5,1.5
333,"DRG21,DRG25",8.5,8.5,8.5,8.5,8.5,8.5,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,5.0,5.0,5.0,0.5,0.0,0.0,1.5,1.0,1.0,0.0,0.5,0.5
334,"DRG21,DRG26",8.5,8.5,8.5,8.5,8.5,8.5,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,5.0,5.0,5.0,0.5,0.0,0.0,1.5,1.0,1.0,0.5,0.0,0.5
335,"DRG21,DRG27",10.5,10.5,10.5,10.5,10.5,10.5,2.5,2.5,2.5,2.5,2.5,2.5,0.5,0.5,0.5,6.5,6.5,6.5,0.5,0.5,0.5,2.0,1.5,1.5,1.0,0.5,0.5
336,"DRG22,DRG23",4.5,4.5,4.5,4.5,4.5,4.5,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,1.5,1.5,1.5,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5
337,"DRG22,DRG24",10.5,10.5,10.5,10.5,10.5,10.5,1.5,1.5,1.5,1.5,1.5,1.5,1.0,1.0,1.0,6.5,6.5,6.5,1.5,1.0,1.0,1.0,1.0,1.0,1.5,1.5,1.5
338,"DRG22,DRG25",8.5,8.5,8.5,8.5,8.5,8.5,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,5.0,5.0,5.0,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.5
339,"DRG22,DRG26",8.5,8.5,8.5,8.5,8.5,8.5,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,5.0,5.0,5.0,0.5,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.5
340,"DRG22,DRG27",10.5,10.5,10.5,10.5,10.5,10.5,2.5,2.5,2.5,2.5,2.5,2.5,0.5,0.5,0.5,6.5,6.5,6.5,0.5,0.5,0.5,0.5,1.5,1.5,1.0,0.5,0.5
341,"DRG23,DRG24",4.5,4.5,4.5,4.5,4.5,4.5,3.5,3.5,3.5,3.5,3.5,3.5,1.0,1.0,1.0,3.5,3.5,3.5,1.5,2.0,2.0,2.0,1.0,1.0,1.5,1.5,1.5
342,"DRG23,DRG25",3.5,3.5,3.5,3.5,3.5,3.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.0,1.0,0.0,0.5,0.5
343,"DRG23,DRG26",3.5,3.5,3.5,3.5,3.5,3.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.0,1.0,0.5,0.0,0.5
344,"DRG23,DRG27",4.5,4.5,4.5,4.5,4.5,4.5,3.5,3.5,3.5,3.5,3.5,3.5,0.5,0.5,0.5,1.5,1.5,1.5,0.5,1.0,1.0,1.0,0.5,1.5,1.0,0.5,0.5
345,"DRG24,DRG25",8.5,8.5,8.5,8.5,8.5,8.5,2.5,2.5,2.5,2.5,2.5,2.5,1.0,1.0,1.0,5.0,5.0,5.0,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5
346,"DRG24,DRG26",8.5,8.5,8.5,8.5,8.5,8.5,2.5,2.5,2.5,2.5,2.5,2.5,1.0,1.0,1.0,5.0,5.0,5.0,1.5,1.5,1.5,1.5,1.0,1.0,1.5,1.0,1.5
347,"DRG24,DRG27",10.5,10.5,10.5,10.5,10.5,10.5,3.5,3.5,3.5,3.5,3.5,3.5,1.5,1.5,1.5,6.5,6.5,6.5,2.5,2.0,2.0,2.0,1.5,1.5,2.0,1.5,1.5
348,"DRG25,DRG26",6.5,6.5,6.5,6.5,6.5,6.5,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,3.5,3.5,3.5,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5
349,"DRG25,DRG27",8.5,8.5,8.5,8.5,8.5,8.5,2.5,2.5,2.5,2.5,2.5,2.5,0.5,0.5,0.5,5.0,5.0,5.0,0.5,1.5,1.5,1.5,1.5,1.5,0.5,0.5,0.5
350,"DRG26,DRG27",10.5,10.5,10.5,10.5,10.5,10.5,3.5,3.5,3.5,3.5,3.5,3.5,0.5,0.5,0.5,6.5,6.5,6.5,0.5,2.0,2.0,2.0,1.5,1.5,1.0,0.5,0.5
